SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20210114|25434V104|DFAU|2421|DIMENSIONAL ETF TR|26.94
20210114|25460G815|RETL|179448|DIREXION DAILY RETAIL BULL 3X |123.42
20210114|26924G706|GAMR|127|ETF MANAGERS TR WEDBUSH ETFMG |82.00
20210114|30151E673|NVQ|487|EXCHANGE LISTED FDS TR QRAFT A|28.53
20210114|316092204|FDIS|49197|FIDELITY COVINGTON TR MSCI CON|74.88
20210114|36467W109|GME|621483|GAMESTOP CORP (HLDG CO) CL A|31.40
20210114|381430602|GSSC|14299|GOLDMAN SACHS ETF TR ACTIVEBET|57.96
20210114|46137V183|EWSC|924|INVESCO|70.18
20210114|46137V480|XSVM|374|INVESCO S&P SMALLCAP VALUE WIT|38.33
20210114|46138E180|PSCD|19102|INVESCO S&P SMALLCAP CONSUMER |90.68
20210114|46138E453|PBSM|60473|INVESCO ETF TR II PUREBETA MSC|35.69
20210114|46138G664|RWJ|16701|INVESCO EXCHANGE-TRADED FD TR |89.41
20210114|46138J593|OMFS|14967|INVESCO EXCHANGE-TRADED SELF-I|35.71
20210114|464287150|ITOT|20120|ISHARES CORE S&P TOTAL U.S. ST|88.15
20210114|464287630|IWN|1|ISHARES RUSSELL2000 VAL ETF|141.28
20210114|464287655|IWM|54832|ISHARES RUSSELL 2000 ETF|209.75
20210114|464287879|IJS|5046|ISHARES S&P SMALLCAP 600 VALUE|88.08
20210114|464288570|DSI|3593|ISHARES MSCI KLD 400 SOCIAL ET|72.49
20210114|464288869|IWC|457|RUSSELL MICRO CAP ETF|128.92
20210114|46436E544|XJR|369|ISHARES TRESG SCREENED S&P SMA|35.58
20210114|46436E775|STSB|101|ISHARES TR FACTORS US SMALL BL|43.19
20210114|67092P607|NUSC|85674|NUVEEN ESG SMALL-CAP ETF|40.68
20210114|74347X294|HDG|135|PROSHARES TRUST - PROSHARES HE|51.26
20210114|74347X799|URTY|20774|PROSHARES TRUST PROSHRS ULTRAP|95.55
20210114|78464A128|VLU|312|SPDR S&P 1500 VALUE TILT ETF|127.56
20210114|78464A201|SLYG|73|SPDR S&P 600 SMALL CAP GROWTH |81.96
20210114|78464A805|SPTM|117|SPDR PORTFOLIO S&P 1500 COMPOS|47.00
20210114|78464A813|SLY|8890|SPDR S&P 600 SMALL CAP ETF|85.80
20210114|78468R705|MMTM|66|SPDR SER TR S&P 1500 MOMENTUM |162.99
20210114|78468R853|SPSM|421|SPDR PORTFOLIO S&P 600 SMALL C|38.57
20210114|808524607|SCHA|331|SCHWAB STRATEGIC TR US SMALL-C|95.12
20210114|808524771|FNDX|9267|SCHWAB FUNDAMENTAL U S LARGE C|47.15
20210114|808524789|FNDB|4590|SCHWAB FUNDAMENTAL U S BROAD M|46.85
20210114|886364405|SFYF|28224|TIDAL ETF TR SOFI 50 ETF|28.82
20210114|921932778|VIOV|3377|VANGUARD S&P SMALL CAP 600 VAL|152.13
20210114|921932794|VIOG|538|VANGUARD S&P SMALL CAP 600 GRO|210.96
20210114|921932828|VIOO|318|VANGUARD S&P SMALL CAP 600 ETF|180.99
20210114|92204A108|VCR|11996|VANGUARD CONSUMER DISCRETIONAR|288.63
20210114|92206C599|VTHR|13618|VANGUARD RUSSELL 3000 ETF|177.85
20210114|92206C649|VTWV|6625|VANGUARD RUSSELL 2000 VALUE ET|123.83
20210114|92206C664|VTWO|29950|VANGUARD RUSSELL 2000 ETF|169.31
20210114|922908652|VXF|34669|VANGUARD EXTENDED MARKET ETF|173.53
20210114|922908751|VB|1268|VANGUARD SMALL-CAP ETF|205.56
20210114|922908769|VTI|268|VANGUARD TOTAL STOCK MARKET ET|198.98
20210115|025072885|AVUS|1423|AMERICAN CENTY ETF TR AVANTIS |65.53
20210115|25434V104|DFAU|5106|DIMENSIONAL ETF TR|26.93
20210115|25460G815|RETL|528|DIREXION DAILY RETAIL BULL 3X |135.40
20210115|30151E673|NVQ|496|EXCHANGE LISTED FDS TR QRAFT A|28.83
20210115|316092204|FDIS|66898|FIDELITY COVINGTON TR MSCI CON|74.80
20210115|35473P876|FLQS|317|FRANKLIN TEMPLETON ETF TR LIBE|34.04
20210115|36467W109|GME|892653|GAMESTOP CORP (HLDG CO) CL A|39.91
20210115|381430602|GSSC|10289|GOLDMAN SACHS ETF TR ACTIVEBET|59.27
20210115|46137V183|EWSC|589|INVESCO|72.00
20210115|46137V480|XSVM|369|INVESCO S&P SMALLCAP VALUE WIT|39.55
20210115|46138E180|PSCD|7111|INVESCO S&P SMALLCAP CONSUMER |93.30
20210115|46138E453|PBSM|71198|INVESCO ETF TR II PUREBETA MSC|36.25
20210115|46138G664|RWJ|32378|INVESCO EXCHANGE-TRADED FD TR |92.60
20210115|46138J593|OMFS|1991|INVESCO EXCHANGE-TRADED SELF-I|36.67
20210115|46138J734|IUSS|85|INVESCO EXCH-TRADED SELF INDX |31.91
20210115|464287150|ITOT|5119|ISHARES CORE S&P TOTAL U.S. ST|88.14
20210115|464287689|IWV|29|ISHARES RUSSELL 3000 ETF|228.29
20210115|464287804|IJR|148167|ISHARES CORE S&P SM CAP ETF|101.33
20210115|464287879|IJS|547|ISHARES S&P SMALLCAP 600 VALUE|90.17
20210115|464287887|IJT|6933|ISHARES S&P SMALL CAP 600 GROW|125.04
20210115|464288570|DSI|463|ISHARES MSCI KLD 400 SOCIAL ET|72.10
20210115|464288869|IWC|1302|RUSSELL MICRO CAP ETF|132.64
20210115|46435U663|ESML|767|ISHARES ESG AWARE MSCI USA SMA|36.97
20210115|46436E544|XJR|930|ISHARES TRESG SCREENED S&P SMA|36.36
20210115|46436E775|STSB|110|ISHARES TR FACTORS US SMALL BL|44.02
20210115|67092P607|NUSC|92572|NUVEEN ESG SMALL-CAP ETF|41.28
20210115|74347R842|UWM|128|PROSHARES ULTRA RUSSELL 2000|106.34
20210115|74347X294|HDG|635|PROSHARES TRUST - PROSHARES HE|51.73
20210115|74347X799|URTY|9198|PROSHARES TRUST PROSHRS ULTRAP|101.22
20210115|78464A128|VLU|586|SPDR S&P 1500 VALUE TILT ETF|128.31
20210115|78464A201|SLYG|755|SPDR S&P 600 SMALL CAP GROWTH |83.77
20210115|78464A300|SLYV|287|SPDR S&P 600 SMALL CAP VALUE E|73.44
20210115|78464A714|XRT|10187|SPDR SERIES TR SPDR S&P RETAIL|73.72
20210115|78464A813|SLY|11598|SPDR S&P 600 SMALL CAP ETF|87.71
20210115|808524607|SCHA|466|SCHWAB STRATEGIC TR US SMALL-C|96.85
20210115|808524789|FNDB|5185|SCHWAB FUNDAMENTAL U S BROAD M|47.20
20210115|886364405|SFYF|881|TIDAL ETF TR SOFI 50 ETF|29.05
20210115|921932778|VIOV|9398|VANGUARD S&P SMALL CAP 600 VAL|155.70
20210115|921932794|VIOG|1|VANGUARD S&P SMALL CAP 600 GRO|215.64
20210115|921932828|VIOO|1|VANGUARD S&P SMALL CAP 600 ETF|185.12
20210115|92204A108|VCR|10322|VANGUARD CONSUMER DISCRETIONAR|288.43
20210115|92206C599|VTHR|14979|VANGUARD RUSSELL 3000 ETF|177.63
20210115|92206C649|VTWV|2298|VANGUARD RUSSELL 2000 VALUE ET|126.21
20210115|92206C664|VTWO|178|VANGUARD RUSSELL 2000 ETF|172.59
20210115|922908611|VBR|1|VANGUARD SMALL-CAP VALUE ETF|152.53
20210115|922908652|VXF|68141|VANGUARD EXTENDED MARKET ETF|175.43
20210115|922908769|VTI|126|VANGUARD TOTAL STOCK MARKET ET|198.79
20210119|025072885|AVUS|1456|AMERICAN CENTY ETF TR AVANTIS |64.86
20210119|25434V104|DFAU|6628|DIMENSIONAL ETF TR|26.71
20210119|25460G815|RETL|5019|DIREXION DAILY RETAIL BULL 3X |125.55
20210119|30151E673|NVQ|496|EXCHANGE LISTED FDS TR QRAFT A|28.48
20210119|316092204|FDIS|96949|FIDELITY COVINGTON TR MSCI CON|74.09
20210119|35473P876|FLQS|230|FRANKLIN TEMPLETON ETF TR LIBE|33.65
20210119|36467W109|GME|1498576|GAMESTOP CORP (HLDG CO) CL A|35.50
20210119|381430602|GSSC|23470|GOLDMAN SACHS ETF TR ACTIVEBET|58.49
20210119|46137V183|EWSC|1797|INVESCO|70.70
20210119|46137V480|XSVM|8802|INVESCO S&P SMALLCAP VALUE WIT|38.79
20210119|46137V613|PRF|39|INVESCO EXCHANGE-TRADED FD TR |137.89
20210119|46138E180|PSCD|768|INVESCO S&P SMALLCAP CONSUMER |91.49
20210119|46138E453|PBSM|41642|INVESCO ETF TR II PUREBETA MSC|35.84
20210119|46138G664|RWJ|61798|INVESCO EXCHANGE-TRADED FD TR |91.10
20210119|46138J734|IUSS|71|INVESCO EXCH-TRADED SELF INDX |31.40
20210119|464287150|ITOT|71|ISHARES CORE S&P TOTAL U.S. ST|87.40
20210119|464287630|IWN|5|ISHARES RUSSELL2000 VAL ETF|141.98
20210119|464287655|IWM|78429|ISHARES RUSSELL 2000 ETF|210.75
20210119|464287689|IWV|1|ISHARES RUSSELL 3000 ETF|226.49
20210119|464287804|IJR|228|ISHARES CORE S&P SM CAP ETF|99.56
20210119|464287879|IJS|18932|ISHARES S&P SMALLCAP 600 VALUE|88.62
20210119|464287887|IJT|49827|ISHARES S&P SMALL CAP 600 GROW|122.85
20210119|464288869|IWC|5914|RUSSELL MICRO CAP ETF|130.79
20210119|46435U663|ESML|272739|ISHARES ESG AWARE MSCI USA SMA|36.44
20210119|46436E544|XJR|660|ISHARES TRESG SCREENED S&P SMA|35.74
20210119|46436E775|STSB|60|ISHARES TR FACTORS US SMALL BL|43.48
20210119|67092P607|NUSC|102949|NUVEEN ESG SMALL-CAP ETF|40.78
20210119|74347X294|HDG|1016|PROSHARES TRUST - PROSHARES HE|51.28
20210119|74347X799|URTY|96|PROSHARES TRUST PROSHRS ULTRAP|96.68
20210119|78464A128|VLU|171|SPDR S&P 1500 VALUE TILT ETF|126.47
20210119|78464A300|SLYV|1566|SPDR S&P 600 SMALL CAP VALUE E|72.23
20210119|78464A714|XRT|9134|SPDR SERIES TR SPDR S&P RETAIL|71.98
20210119|78464A813|SLY|3526|SPDR S&P 600 SMALL CAP ETF|86.15
20210119|78468R705|MMTM|293|SPDR SER TR S&P 1500 MOMENTUM |160.84
20210119|808524789|FNDB|604|SCHWAB FUNDAMENTAL U S BROAD M|46.60
20210119|886364405|SFYF|1080|TIDAL ETF TR SOFI 50 ETF|28.61
20210119|921932778|VIOV|13432|VANGUARD S&P SMALL CAP 600 VAL|153.05
20210119|921932794|VIOG|49|VANGUARD S&P SMALL CAP 600 GRO|211.79
20210119|921932828|VIOO|8452|VANGUARD S&P SMALL CAP 600 ETF|181.88
20210119|92204A108|VCR|58842|VANGUARD CONSUMER DISCRETIONAR|285.87
20210119|92206C599|VTHR|16095|VANGUARD RUSSELL 3000 ETF|176.23
20210119|92206C649|VTWV|5970|VANGUARD RUSSELL 2000 VALUE ET|124.46
20210119|92206C664|VTWO|28761|VANGUARD RUSSELL 2000 ETF|169.98
20210119|922908611|VBR|669|VANGUARD SMALL-CAP VALUE ETF|150.76
20210119|922908652|VXF|233053|VANGUARD EXTENDED MARKET ETF|173.40
20210119|922908751|VB|11|VANGUARD SMALL-CAP ETF|205.36
20210119|922908769|VTI|3534|VANGUARD TOTAL STOCK MARKET ET|197.06
20210120|025072885|AVUS|1155|AMERICAN CENTY ETF TR AVANTIS |65.43
20210120|25434V104|DFAU|8385|DIMENSIONAL ETF TR|26.92
20210120|25460G815|RETL|76|DIREXION DAILY RETAIL BULL 3X |127.00
20210120|30151E673|NVQ|356|EXCHANGE LISTED FDS TR QRAFT A|28.97
20210120|316092204|FDIS|115732|FIDELITY COVINGTON TR MSCI CON|74.48
20210120|35473P876|FLQS|596|FRANKLIN TEMPLETON ETF TR LIBE|33.90
20210120|36467W109|GME|1007562|GAMESTOP CORP (HLDG CO) CL A|39.36
20210120|381430602|GSSC|28918|GOLDMAN SACHS ETF TR ACTIVEBET|58.84
20210120|46137V183|EWSC|2901|INVESCO|71.41
20210120|46137V480|XSVM|10236|INVESCO S&P SMALLCAP VALUE WIT|39.12
20210120|46137V613|PRF|33|INVESCO EXCHANGE-TRADED FD TR |138.85
20210120|46138E453|PBSM|53796|INVESCO ETF TR II PUREBETA MSC|36.26
20210120|46138G664|RWJ|75732|INVESCO EXCHANGE-TRADED FD TR |91.87
20210120|46138J593|OMFS|141|INVESCO EXCHANGE-TRADED SELF-I|36.46
20210120|46138J734|IUSS|41|INVESCO EXCH-TRADED SELF INDX |31.77
20210120|464287150|ITOT|418|ISHARES CORE S&P TOTAL U.S. ST|88.14
20210120|464287630|IWN|2056|ISHARES RUSSELL2000 VAL ETF|142.96
20210120|464287655|IWM|101693|ISHARES RUSSELL 2000 ETF|213.45
20210120|464287689|IWV|5|ISHARES RUSSELL 3000 ETF|228.39
20210120|464287804|IJR|376653|ISHARES CORE S&P SM CAP ETF|100.51
20210120|464287879|IJS|11110|ISHARES S&P SMALLCAP 600 VALUE|89.13
20210120|464287887|IJT|100896|ISHARES S&P SMALL CAP 600 GROW|124.62
20210120|464288570|DSI|2|ISHARES MSCI KLD 400 SOCIAL ET|72.50
20210120|464288869|IWC|2|RUSSELL MICRO CAP ETF|133.60
20210120|46435U663|ESML|42323|ISHARES ESG AWARE MSCI USA SMA|36.83
20210120|46436E544|XJR|816|ISHARES TRESG SCREENED S&P SMA|36.11
20210120|46436E775|STSB|60|ISHARES TR FACTORS US SMALL BL|43.94
20210120|46641Q290|BBSC|35|JP MORGAN EXC-TRD TR BETABUILD|62.50
20210120|74347X294|HDG|1014|PROSHARES TRUST - PROSHARES HE|51.42
20210120|74347X799|URTY|29437|PROSHARES TRUST PROSHRS ULTRAP|100.43
20210120|78464A128|VLU|171|SPDR S&P 1500 VALUE TILT ETF|127.47
20210120|78464A201|SLYG|7|SPDR S&P 600 SMALL CAP GROWTH |83.38
20210120|78464A300|SLYV|603|SPDR S&P 600 SMALL CAP VALUE E|72.51
20210120|78464A714|XRT|1144|SPDR SERIES TR SPDR S&P RETAIL|72.33
20210120|78464A805|SPTM|14599|SPDR PORTFOLIO S&P 1500 COMPOS|46.87
20210120|78464A813|SLY|298|SPDR S&P 600 SMALL CAP ETF|87.10
20210120|78468R705|MMTM|208|SPDR SER TR S&P 1500 MOMENTUM |162.41
20210120|78468R853|SPSM|1|SPDR PORTFOLIO S&P 600 SMALL C|39.15
20210120|808524102|SCHB|20448|SCHWAB STRATEGIC TR US BROAD M|92.98
20210120|808524607|SCHA|4226|SCHWAB STRATEGIC TR US SMALL-C|96.64
20210120|808524771|FNDX|13046|SCHWAB FUNDAMENTAL U S LARGE C|47.22
20210120|808524789|FNDB|2791|SCHWAB FUNDAMENTAL U S BROAD M|46.95
20210120|886364405|SFYF|718|TIDAL ETF TR SOFI 50 ETF|28.88
20210120|921932778|VIOV|21149|VANGUARD S&P SMALL CAP 600 VAL|153.79
20210120|921932794|VIOG|264|VANGUARD S&P SMALL CAP 600 GRO|214.74
20210120|921932828|VIOO|10633|VANGUARD S&P SMALL CAP 600 ETF|183.76
20210120|92204A108|VCR|25854|VANGUARD CONSUMER DISCRETIONAR|287.23
20210120|92206C599|VTHR|6276|VANGUARD RUSSELL 3000 ETF|177.52
20210120|92206C649|VTWV|6612|VANGUARD RUSSELL 2000 VALUE ET|125.18
20210120|92206C664|VTWO|62072|VANGUARD RUSSELL 2000 ETF|172.22
20210120|922908751|VB|1|VANGUARD SMALL-CAP ETF|207.73
20210120|922908769|VTI|9607|VANGUARD TOTAL STOCK MARKET ET|198.86
20210121|025072885|AVUS|920|AMERICAN CENTY ETF TR AVANTIS |66.13
20210121|132061201|SYLD|119|CAMBRIA SHAREHOLDER YLD ETF|49.56
20210121|25434V104|DFAU|8345|DIMENSIONAL ETF TR|27.25
20210121|26924G706|GAMR|10587|ETF MANAGERS TR WEDBUSH ETFMG |84.01
20210121|30151E673|NVQ|145|EXCHANGE LISTED FDS TR QRAFT A|29.13
20210121|316092204|FDIS|45510|FIDELITY COVINGTON TR MSCI CON|75.95
20210121|35473P876|FLQS|596|FRANKLIN TEMPLETON ETF TR LIBE|34.16
20210121|36467W109|GME|1438994|GAMESTOP CORP (HLDG CO) CL A|39.12
20210121|381430602|GSSC|26284|GOLDMAN SACHS ETF TR ACTIVEBET|59.31
20210121|46137V183|EWSC|6082|INVESCO|71.52
20210121|46137V480|XSVM|12809|INVESCO S&P SMALLCAP VALUE WIT|39.41
20210121|46137V613|PRF|493|INVESCO EXCHANGE-TRADED FD TR |139.81
20210121|46138E453|PBSM|1839|INVESCO ETF TR II PUREBETA MSC|36.43
20210121|46138G664|RWJ|40481|INVESCO EXCHANGE-TRADED FD TR |92.31
20210121|46138J593|OMFS|17|INVESCO EXCHANGE-TRADED SELF-I|36.73
20210121|464287150|ITOT|2636|ISHARES CORE S&P TOTAL U.S. ST|89.23
20210121|464287630|IWN|820|ISHARES RUSSELL2000 VAL ETF|143.70
20210121|464287655|IWM|565440|ISHARES RUSSELL 2000 ETF|214.39
20210121|464287879|IJS|12687|ISHARES S&P SMALLCAP 600 VALUE|89.41
20210121|464287887|IJT|112180|ISHARES S&P SMALL CAP 600 GROW|125.34
20210121|464288869|IWC|2564|RUSSELL MICRO CAP ETF|134.06
20210121|46435U663|ESML|48590|ISHARES ESG AWARE MSCI USA SMA|37.05
20210121|46436E544|XJR|1096|ISHARES TRESG SCREENED S&P SMA|36.34
20210121|46641Q290|BBSC|35|JP MORGAN EXC-TRD TR BETABUILD|62.81
20210121|67092P607|NUSC|8474|NUVEEN ESG SMALL-CAP ETF|41.47
20210121|74347R818|SAA|111|PROSHARES ULTRA SMALLCAP600|129.76
20210121|74347X294|HDG|300|PROSHARES TRUST - PROSHARES HE|51.70
20210121|74347X799|URTY|172|PROSHARES TRUST PROSHRS ULTRAP|101.80
20210121|78464A300|SLYV|2|SPDR S&P 600 SMALL CAP VALUE E|72.81
20210121|78464A714|XRT|17703|SPDR SERIES TR SPDR S&P RETAIL|72.59
20210121|78464A813|SLY|5489|SPDR S&P 600 SMALL CAP ETF|87.49
20210121|808524102|SCHB|23318|SCHWAB STRATEGIC TR US BROAD M|94.16
20210121|808524607|SCHA|33105|SCHWAB STRATEGIC TR US SMALL-C|97.05
20210121|808524771|FNDX|27|SCHWAB FUNDAMENTAL U S LARGE C|47.54
20210121|886364405|SFYF|480|TIDAL ETF TR SOFI 50 ETF|29.40
20210121|921932794|VIOG|123|VANGUARD S&P SMALL CAP 600 GRO|216.18
20210121|921932828|VIOO|20529|VANGUARD S&P SMALL CAP 600 ETF|184.63
20210121|92204A108|VCR|34046|VANGUARD CONSUMER DISCRETIONAR|292.92
20210121|92206C599|VTHR|6790|VANGUARD RUSSELL 3000 ETF|179.97
20210121|92206C649|VTWV|16561|VANGUARD RUSSELL 2000 VALUE ET|125.72
20210121|92206C664|VTWO|93118|VANGUARD RUSSELL 2000 ETF|173.14
20210121|922908611|VBR|128|VANGUARD SMALL-CAP VALUE ETF|152.49
20210121|922908652|VXF|28674|VANGUARD EXTENDED MARKET ETF|176.56
20210121|922908751|VB|333|VANGUARD SMALL-CAP ETF|208.99
20210122|025072885|AVUS|1289|AMERICAN CENTY ETF TR AVANTIS |65.95
20210122|25434V104|DFAU|98315|DIMENSIONAL ETF TR|27.23
20210122|30151E673|NVQ|215|EXCHANGE LISTED FDS TR QRAFT A|29.12
20210122|316092204|FDIS|8500|FIDELITY COVINGTON TR MSCI CON|76.29
20210122|35473P876|FLQS|366|FRANKLIN TEMPLETON ETF TR LIBE|34.03
20210122|36467W109|GME|273600|GAMESTOP CORP (HLDG CO) CL A|43.03
20210122|381430602|GSSC|9194|GOLDMAN SACHS ETF TR ACTIVEBET|59.11
20210122|46137V183|EWSC|6887|INVESCO|71.06
20210122|46137V480|XSVM|12988|INVESCO S&P SMALLCAP VALUE WIT|39.34
20210122|46137V613|PRF|2068|INVESCO EXCHANGE-TRADED FD TR |139.28
20210122|46138E180|PSCD|359|INVESCO S&P SMALLCAP CONSUMER |93.20
20210122|46138E453|PBSM|2793|INVESCO ETF TR II PUREBETA MSC|36.23
20210122|46138G664|RWJ|12706|INVESCO EXCHANGE-TRADED FD TR |92.19
20210122|46138J593|OMFS|1336|INVESCO EXCHANGE-TRADED SELF-I|36.63
20210122|464287150|ITOT|1337|ISHARES CORE S&P TOTAL U.S. ST|89.15
20210122|464287804|IJR|476|ISHARES CORE S&P SM CAP ETF|99.90
20210122|464287879|IJS|14400|ISHARES S&P SMALLCAP 600 VALUE|88.25
20210122|464287887|IJT|442|ISHARES S&P SMALL CAP 600 GROW|124.38
20210122|464288570|DSI|24|ISHARES MSCI KLD 400 SOCIAL ET|73.40
20210122|464288869|IWC|4332|RUSSELL MICRO CAP ETF|133.00
20210122|46435U663|ESML|59467|ISHARES ESG AWARE MSCI USA SMA|36.77
20210122|46436E544|XJR|3447|ISHARES TRESG SCREENED S&P SMA|36.05
20210122|46436E775|STSB|4|ISHARES TR FACTORS US SMALL BL|43.90
20210122|46641Q290|BBSC|35|JP MORGAN EXC-TRD TR BETABUILD|62.35
20210122|67092P607|NUSC|4337|NUVEEN ESG SMALL-CAP ETF|41.19
20210122|74347R818|SAA|256|PROSHARES ULTRA SMALLCAP600|127.43
20210122|74347R842|UWM|18324|PROSHARES ULTRA RUSSELL 2000|104.93
20210122|74347X799|URTY|84|PROSHARES TRUST PROSHRS ULTRAP|99.06
20210122|78464A300|SLYV|217|SPDR S&P 600 SMALL CAP VALUE E|71.85
20210122|78464A714|XRT|23125|SPDR SERIES TR SPDR S&P RETAIL|73.17
20210122|78464A813|SLY|8972|SPDR S&P 600 SMALL CAP ETF|86.53
20210122|808524607|SCHA|8431|SCHWAB STRATEGIC TR US SMALL-C|96.26
20210122|808524771|FNDX|30|SCHWAB FUNDAMENTAL U S LARGE C|47.38
20210122|886364405|SFYF|614|TIDAL ETF TR SOFI 50 ETF|29.45
20210122|89349P305|DMRS|42|TRANSAMERICA ETF TR DELTASHARE|54.12
20210122|921932828|VIOO|11662|VANGUARD S&P SMALL CAP 600 ETF|182.53
20210122|92204A108|VCR|1|VANGUARD CONSUMER DISCRETIONAR|294.10
20210122|92206C599|VTHR|186|VANGUARD RUSSELL 3000 ETF|179.91
20210122|92206C649|VTWV|15889|VANGUARD RUSSELL 2000 VALUE ET|124.52
20210122|92206C664|VTWO|415|VANGUARD RUSSELL 2000 ETF|171.63
20210122|922908611|VBR|712|VANGUARD SMALL-CAP VALUE ETF|150.91
20210122|922908652|VXF|55835|VANGUARD EXTENDED MARKET ETF|175.35
20210122|922908751|VB|1249|VANGUARD SMALL-CAP ETF|207.43
20210122|922908769|VTI|9488|VANGUARD TOTAL STOCK MARKET ET|201.22
20210125|025072885|AVUS|1013|AMERICAN CENTY ETF TR AVANTIS |65.90
20210125|25434V104|DFAU|9422|DIMENSIONAL ETF TR|27.18
20210125|25460G815|RETL|3756|DIREXION DAILY RETAIL BULL 3X |140.64
20210125|30151E673|NVQ|218|EXCHANGE LISTED FDS TR QRAFT A|29.05
20210125|316092204|FDIS|29548|FIDELITY COVINGTON TR MSCI CON|76.21
20210125|33939L100|TILT|114441|FLEXSHARES TR|151.36
20210125|35473P876|FLQS|366|FRANKLIN TEMPLETON ETF TR LIBE|34.39
20210125|36467W109|GME|275113|GAMESTOP CORP (HLDG CO) CL A|65.01
20210125|381430602|GSSC|11819|GOLDMAN SACHS ETF TR ACTIVEBET|59.61
20210125|46137V183|EWSC|7607|INVESCO|72.02
20210125|46137V613|PRF|4|INVESCO EXCHANGE-TRADED FD TR |139.07
20210125|46138E180|PSCD|247|INVESCO S&P SMALLCAP CONSUMER |94.75
20210125|46138E453|PBSM|3334|INVESCO ETF TR II PUREBETA MSC|36.45
20210125|46138G664|RWJ|1713|INVESCO EXCHANGE-TRADED FD TR |94.22
20210125|46138J593|OMFS|2090|INVESCO EXCHANGE-TRADED SELF-I|37.01
20210125|464287630|IWN|2957|ISHARES RUSSELL2000 VAL ETF|143.79
20210125|464287689|IWV|3716|ISHARES RUSSELL 3000 ETF|230.66
20210125|464287804|IJR|250000|ISHARES CORE S&P SM CAP ETF|101.16
20210125|464287879|IJS|421|ISHARES S&P SMALLCAP 600 VALUE|89.39
20210125|464287887|IJT|1046|ISHARES S&P SMALL CAP 600 GROW|125.75
20210125|464288869|IWC|1904|RUSSELL MICRO CAP ETF|135.45
20210125|46436E544|XJR|4637|ISHARES TRESG SCREENED S&P SMA|36.42
20210125|46436E775|STSB|10|ISHARES TR FACTORS US SMALL BL|44.33
20210125|46641Q290|BBSC|55751|JP MORGAN EXC-TRD TR BETABUILD|62.97
20210125|67092P607|NUSC|1130|NUVEEN ESG SMALL-CAP ETF|41.57
20210125|74347R818|SAA|361|PROSHARES ULTRA SMALLCAP600|129.98
20210125|74347R842|UWM|42188|PROSHARES ULTRA RUSSELL 2000|107.43
20210125|74347X294|HDG|1|PROSHARES TRUST - PROSHARES HE|51.65
20210125|74347X799|URTY|688|PROSHARES TRUST PROSHRS ULTRAP|102.53
20210125|78464A128|VLU|64|SPDR S&P 1500 VALUE TILT ETF|127.26
20210125|78464A201|SLYG|147|SPDR S&P 600 SMALL CAP GROWTH |84.13
20210125|78464A300|SLYV|1135|SPDR S&P 600 SMALL CAP VALUE E|72.78
20210125|78464A714|XRT|112536|SPDR SERIES TR SPDR S&P RETAIL|74.87
20210125|78464A805|SPTM|303|SPDR PORTFOLIO S&P 1500 COMPOS|47.42
20210125|78464A813|SLY|14757|SPDR S&P 600 SMALL CAP ETF|87.63
20210125|808524102|SCHB|68|SCHWAB STRATEGIC TR US BROAD M|93.94
20210125|808524607|SCHA|698|SCHWAB STRATEGIC TR US SMALL-C|97.00
20210125|808524771|FNDX|4469|SCHWAB FUNDAMENTAL U S LARGE C|47.26
20210125|886364405|SFYF|6534|TIDAL ETF TR SOFI 50 ETF|29.44
20210125|921932794|VIOG|99|VANGUARD S&P SMALL CAP 600 GRO|216.70
20210125|92204A108|VCR|5|VANGUARD CONSUMER DISCRETIONAR|293.83
20210125|92206C599|VTHR|602|VANGUARD RUSSELL 3000 ETF|179.57
20210125|92206C649|VTWV|17013|VANGUARD RUSSELL 2000 VALUE ET|125.91
20210125|92206C664|VTWO|61882|VANGUARD RUSSELL 2000 ETF|173.61
20210125|922908652|VXF|47659|VANGUARD EXTENDED MARKET ETF|176.38
20210125|922908751|VB|607|VANGUARD SMALL-CAP ETF|208.35
20210125|922908769|VTI|9415|VANGUARD TOTAL STOCK MARKET ET|200.89
20210126|132061201|SYLD|925|CAMBRIA SHAREHOLDER YLD ETF|50.21
20210126|25434V104|DFAU|65421|DIMENSIONAL ETF TR|27.22
20210126|25460G815|RETL|5482|DIREXION DAILY RETAIL BULL 3X |147.66
20210126|26924G706|GAMR|115|ETF MANAGERS TR WEDBUSH ETFMG |89.20
20210126|30151E673|NVQ|37|EXCHANGE LISTED FDS TR QRAFT A|28.93
20210126|316092204|FDIS|55167|FIDELITY COVINGTON TR MSCI CON|76.31
20210126|33939L100|TILT|121518|FLEXSHARES TR|151.34
20210126|35473P876|FLQS|308|FRANKLIN TEMPLETON ETF TR LIBE|34.43
20210126|36467W109|GME|2099572|GAMESTOP CORP (HLDG CO) CL A|76.79
20210126|381430602|GSSC|17495|GOLDMAN SACHS ETF TR ACTIVEBET|59.40
20210126|46137V183|EWSC|1208|INVESCO|72.29
20210126|46138E180|PSCD|1942|INVESCO S&P SMALLCAP CONSUMER |96.18
20210126|46138E453|PBSM|3378|INVESCO ETF TR II PUREBETA MSC|36.23
20210126|46138G664|RWJ|1180|INVESCO EXCHANGE-TRADED FD TR |95.52
20210126|46138J593|OMFS|1867|INVESCO EXCHANGE-TRADED SELF-I|37.05
