SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20210218|46138J734|IUSS|44|INVESCO EXCH-TRADED SELF INDX |33.81
20210218|46138J775|DEF|1|INVESCO ET SELF IDXD FD TR DEF|60.20
20210218|46138J783|BSCR|4846|INVESCO ET SELF IDXD FD TR BUL|22.25
20210218|46138J809|BSJL|3245|INVESCO ET SELF IDXD FD TR BUL|23.12
20210218|46138J817|BSJP|8925|INVESCO ET SF IDXD FD TR BULLE|24.63
20210218|46138J825|BSCP|19530|INVESCO ET SELD IDXD FD TR BUL|22.48
20210218|46138J833|BSJO|1156|INVESCO ET SELF IDXD FD TR BUL|25.05
20210218|46138J841|BSCO|2356|INVESCO ET SELF IDXD FD TR BUL|22.38
20210218|46138J858|BSJN|577|INVESCO ET SELF IDXD FD TR BUL|25.46
20210218|46138M109|FXB|6145|INVESCO CURRENCYSHARES BRITISH|133.89
20210218|46138T104|FXC|2310|INVESCO CURRENCYSHARES CANADIA|77.44
20210218|46139W502|IIGD|192|INVESCO EXCH-TRD SELF-INDEXED |26.90
20210218|46139W601|IIGV|670|INVESCO EXCH-TRD SELF-INDXED F|27.78
20210218|46140H205|DBS|302|INVESCO DB MULTI-SECTOR CMDTY |38.68
20210218|46140H304|DBE|5942|INVESCO DB MULTI-SECTOR CMDT T|13.06
20210218|46140H403|DBO|12736|INVESCO DB MULTI-SECTOR CMDTY |10.40
20210218|46140H502|DBP|958|INVESCO DB MULTI-SECTOR CMDT T|50.13
20210218|46143U849|KLDW|4151|INVESTMENT MANAGERS SERIES TRU|44.37
20210218|46146L101|ISBC|75958|INVESTORS BANCORP INC NEW COM |12.76
20210218|46183X802|IVITF|1300|INVICTUS MD STRATEGIES CORP|0.05
20210218|46185L103|NVTA|25|INVITAE CORP COM|47.86
20210218|462202409|IONKD|31702|IONIC BRANDS CORP (CANADA)|0.27
20210218|46246F202|IOFB|37|IOWA FIRST BANCSHARES CP NEW|28.99
20210218|46264C107|IDTY|24764|IPSIDY INC|0.30
20210218|46266C105|IQV|299|IQVIA HOLDINGS INC (DE)|188.93
20210218|46267X108|IQ|17112|IQIYI INC SPONSORED ADR (CYM) |24.98
20210218|462726100|IRBT|1829|IROBOT CORPORATION|121.74
20210218|46333X108|IRWD|1145|IRONWOOD PHARMACEUTICALS INC C|9.73
20210218|463588103|IRCP|1208|IRSA PROPIEDADES COMERCIALES S|11.10
20210218|463773101|IRVRF|9|IRVING RES INC COM (CAN)|1.77
20210218|464214105|ISBA|547|ISABELLA BANK CORPORATION COM |19.95
20210218|46428Q109|SLV|45738|ISHARES SILVER TRUST|25.40
20210218|464286103|EWA|11927|ISHARES MSCI AUSTRALIA ETF|25.19
20210218|464286145|FM|57|ISHARES INC MSCI FRONTIER 100 |29.86
20210218|464286251|CEMB|4171|ISHARES J.P. MORGAN EM CORPORA|52.98
20210218|464286285|EMHY|151228|ISHARES J.P. MORGAN EM HIGH YI|45.84
20210218|464286293|DVYA|648|ISHARES ASIA/PACIFIC DIVID 30 |41.36
20210218|464286319|DVYE|176|ISHARES EMERGING MARKETS DIVID|39.09
20210218|464286350|VEGI|1076|ISHARES INC MSCI GLOBAL AGRICU|38.10
20210218|464286392|URTH|19027|ISHARES MSCI WORLD ETF|118.36
20210218|464286400|EWZ|152677|ISHARES INC MSCI BRAZIL ETF|36.11
20210218|464286426|EEMA|122854|ISHARES MSCI EMERGING MARKETS |99.59
20210218|464286475|EEMS|12852|ISHARES MSCI EMERGING MKTS SMA|57.90
20210218|464286517|LEMB|1390|ISHARES INC JP MORGAN EM LOCAL|44.88
20210218|464286525|ACWV|136|ISHARES MSCI GLOBAL MIN VOL FA|97.33
20210218|464286533|EEMV|115|ISHARES MSCI EMERGING MARKETS |65.18
20210218|464286608|EZU|18473|ISHARES INC MSCI EUROZONE ETF |45.56
20210218|464286624|THD|13126|ISHARES INC MSCI THAILAND ETF |80.46
20210218|464286632|EIS|1261|ISHARES INC MCSI ISRAEL ETF|66.95
20210218|464286657|BKF|222|ISHARES INC MCSI BRIC INDEX FD|60.13
20210218|464286665|EPP|30621|ISHARES INC|50.96
20210218|464286681|EUSA|1294|ISHARES MSCI USA EQUAL WEIGHTE|76.71
20210218|464286764|EWP|6098|ISHARES INC MSCI SPAIN ETF|27.07
20210218|464286772|EWY|270915|ISHARES INC MSCI SOUTH KOREA E|92.99
20210218|464286780|EZA|6941|ISHARES MSCI SOUTH AFRICA ETF |48.79
20210218|464286806|EWG|33764|ISHARES MSCI GERMANY ETF|32.50
20210218|464286814|EWN|6748|ISHARES MSCI NETHERLNDS ETF|45.88
20210218|464286822|EWW|18287|ISHARES INC MSCI MEXICO ETF|42.79
20210218|464286871|EWH|372691|ISHARES MSCI HONG KONG ETF|27.23
20210218|464287127|JKD|1|ISHARES TR|222.19
20210218|464287150|ITOT|2946|ISHARES CORE S&P TOTAL U.S. ST|91.68
20210218|464287184|FXI|9296|ISHARES TR|54.47
20210218|464287192|IYT|6402|ISHARES TR TRANSN AVERAGE ETF |230.51
20210218|464287200|IVV|114|ISHARES CORE S&P 500 ETF|393.92
20210218|464287226|AGG|2625|ISHARES CORE U.S. AGGREGATE BO|116.26
20210218|464287234|EEM|4856|ISHARES MSCI EMERGING MARKETS |57.96
20210218|464287242|LQD|97607|ISHARES IBOXX $ INVESTMENT GRA|134.40
20210218|464287291|IXN|667|ISHARES GLOBAL INFORMATION TEC|319.07
20210218|464287325|IXJ|8780|ISHARES GLOBAL HEALTHCARE ETF |77.92
20210218|464287390|ILF|11836|ISHARES LATIN AMERICA 40 ETF|29.34
20210218|464287432|TLT|630291|ISHARES BARCLAYS 20+ YEAR TREA|145.79
20210218|464287465|EFA|56895|ISHARES TR MSCI EAFE ETF|76.41
20210218|464287499|IWR|5251|ISHARES RUSSELL MID-CAP ETF|73.78
20210218|464287515|IGV|11158|ISHARES EXPANDED TECH-SOFTWARE|381.07
20210218|464287523|SOXX|3382|ISHARES PHLX SEMICONDUCTOR ETF|431.83
20210218|464287556|IBB|1333|ISHARES NASDAQ BIOTECHNOLOGY E|167.53
20210218|464287564|ICF|463|ISHARES TR|55.74
20210218|464287572|IOO|25456|ISHARES TR GLOBAL 100 ETF|66.29
20210218|464287614|IWF|2202|ISHARES RUSSELL 1000 GR ETF|252.78
20210218|464287630|IWN|2817|ISHARES RUSSELL2000 VAL ETF|151.43
20210218|464287648|IWO|3378|ISHARES RUSSELL 2000 GWT ETF|326.01
20210218|464287655|IWM|2691734|ISHARES RUSSELL 2000 ETF|224.06
20210218|464287697|IDU|101|ISHARES TR RUSSELL 3000 ETF|76.94
20210218|464287705|IJJ|74|ISHARES S&P MIDCAP 400 VALUE E|94.88
20210218|464287713|IYZ|103543|ISHARES DJ US TELECOM ETF|32.23
20210218|464287721|IYW|100|ISHARES DJ US TECH ETF|92.01
20210218|464287739|IYR|927|ISHARES TR|88.54
20210218|464287770|IYG|190|ISHARES TR|162.06
20210218|464287788|IYF|18486|ISHARES TR|71.16
20210218|464287796|IYE|258495|ISHARES TR|24.80
20210218|464287838|IYM|371|ISHARES TR|116.75
20210218|464287846|IYY|48|ISHARES TR|99.64
20210218|464287861|IEV|11107|ISHARES TR EUROPE ETF|49.70
20210218|464287879|IJS|11205|ISHARES S&P SMALLCAP 600 VALUE|93.59
20210218|464287887|IJT|270|ISHARES S&P SMALL CAP 600 GROW|131.49
20210218|464288117|IGOV|554|ISHARES 1-3 INTERNATIONAL TREA|53.86
20210218|464288125|ISHG|615|ISHARES INTL TREASURY BOND ETF|84.00
20210218|464288158|SUB|34136|ISHARES SHORT-TERM NATIONAL MU|108.00
20210218|464288166|AGZ|4550|ISHARES AGENCY BOND ETF|118.95
20210218|464288174|WOOD|650|ISHARES GLOBAL TIMBER & FOREST|85.39
20210218|464288182|AAXJ|14241|ISHARES MSCI ALL COUNTRY ASIA |102.08
20210218|464288224|ICLN|11254|ISHARES|29.48
20210218|464288240|ACWX|9135|ISHARES MSCI ACWI EX US ETF|56.82
20210218|464288257|ACWI|336029|ISHARES MSCI ACWI ETF|96.33
20210218|464288307|JKH|1735|ISHARE MORNINGSTAR MID CAP GRO|410.48
20210218|464288372|IGF|1610|ISHARES GLOBAL INFRASTRUCTURE |43.90
20210218|464288414|MUB|144207|ISHARES NATIONAL MUNI BOND ETF|117.19
20210218|464288448|IDV|4465|ISHARES TR|31.11
20210218|464288497|IEUS|717|ISHARES MSCI EUROPE SMALL-CAP |65.60
20210218|464288513|HYG|474187|ISHARES TR|87.61
20210218|464288521|USRT|33222|ISHARES CORE U.S. REIT ETF|50.70
20210218|464288562|REZ|991|ISHARES TR RESIDENTIAL AND MUL|71.04
20210218|464288570|DSI|187|ISHARES MSCI KLD 400 SOCIAL ET|75.63
20210218|464288620|USIG|500|ISHARES TR BROAD USD INBD ETFV|60.74
20210218|464288638|IGIB|323|ISHARES TRUST ISHARES 5-10 YEA|60.96
20210218|464288653|TLH|6595|ISHARES BARCLAYS 10-20 YR TREA|149.33
20210218|464288661|IEI|1842|ISHARES BARCLAYS 3-7 YR TREAS |131.87
20210218|464288679|SHV|710|ISHARES TR|110.52
20210218|464288687|PFF|276483|ISHARES TRUST ISHARES PFD AND |37.74
20210218|464288695|MXI|59969|ISHARES GLOBAL MATERIALS ETF|85.33
20210218|464288711|JXI|1237|ISHARES TR GLOBAL UTILS ETF|58.95
20210218|464288729|EXI|383|ISHARES GLOBAL INDUSTRIALS ETF|109.92
20210218|464288760|ITA|22974|ISHARES TR|98.10
20210218|464288778|IAT|408|ISHARES TR|53.18
20210218|464288786|IAK|125|ISHARES TR|70.36
20210218|464288794|IAI|529|ISHARES TR US BROKER-DEALERS &|88.80
20210218|464288802|SUSA|41760|ISHARES MSCI USA ESG SELECT SO|87.05
20210218|464288810|IHI|124|ISHARES TR DOW JONES US MEDICA|345.13
20210218|464288836|IHE|300|ISHARES TR|185.01
20210218|464288844|IEZ|9298|ISHARES TR|13.43
20210218|464288869|IWC|57972|RUSSELL MICRO CAP ETF|150.78
20210218|464288877|EFV|3264|MSCI EAFE VALUE ETF|49.96
20210218|464288885|EFG|7084|MSCI EAFE GROWTH ETF|104.42
20210218|464289180|EUFN|76438|ISHARES MSCI EUROPE FINANCIALS|18.62
20210218|464289420|IWX|481|ISHARES TR RUSSELL 200 VALUE E|60.98
20210218|464289438|IWY|9201|ISHARES TR RUSSELL 200 GROWTH |138.74
20210218|464289446|IWL|29|ISHARES TR RUSSELL 200 ETF|94.55
20210218|464289479|ILTB|3009|ISHARES CORE 10+ YEAR USD BOND|72.45
20210218|464289511|IGLB|26|ISHARES 10+ YEAR INVESTMENT GR|69.88
20210218|464289529|INDY|301|ISHARES INDIA 50 ETF|46.31
20210218|464289859|AOA|1738|ISHARES TR CORE AGGRESSIVE ALL|67.25
20210218|464289883|AOK|4316|ISHARES TR CORE CONSERVATIVE A|39.15
20210218|46429B135|IPFF|19024|ISHARES TRUST INTERNATIONAL PF|16.45
20210218|46429B200|ECNS|114|ISHARES MSCI CHINA SMALL CAP E|65.23
20210218|46429B291|QLTA|980|ISHARES TRUST AAA-A RATED CORP|57.05
20210218|46429B309|EIDO|85597|ISHARES TR MSCI INDONESIA ETF |23.60
20210218|46429B333|GNMA|1985|ISHARES GNMA BOND ETF|50.68
20210218|46429B366|CMBS|696|ISHARES CMBS ETF|54.76
20210218|46429B416|EWUS|137|ISHARES MSCI UNITED KINGDOM SM|44.90
20210218|46429B465|EWGS|699|ISHARES MSCI GERMANY SMALL CAP|80.99
20210218|46429B507|EIRL|614|ISHARES TR MSCI IRELAND ETF|50.92
20210218|46429B515|EFNL|260|ISHARES TR MSCI FINLAND ETF|46.21
20210218|46429B523|EDEN|424|ISHARES TR MSCI DENMARK ETF|99.48
20210218|46429B598|INDA|1294|ISHARES MSCI INDIA INDEX FUND |43.10
20210218|46429B606|EPOL|4483|ISHARES TR MSCI POLAND ETF|19.72
20210218|46429B655|FLOT|398222|ISHARES TR FLTG RATE NT ETF|50.79
20210218|46429B663|HDV|366|ISHARES CORE HIGH DIVIDEND ETF|91.14
20210218|46429B671|MCHI|178254|ISHARES MSCI CHINA ETF|97.19
20210218|46429B697|USMV|3297|ISHARES MSCI USA MIN VOL FACTO|67.73
20210218|46431W564|CCRV|236|ISHARES U S ETF TR COMMODITY C|22.72
20210218|46431W580|LQDI|1137|ISHARES U S ETF TR INFLATION H|29.01
20210218|46431W598|CMDY|5386|ISHARES US ETF TR BLOOMBERG RO|49.30
20210218|46431W622|IEIH|649|ISHARES U S ETF TR EVOLVED US |34.31
20210218|46431W630|IEME|566|ISHARES U S ETF TR EVOLVED US |38.41
20210218|46431W648|IETC|6477|ISHARES U S ETF TR|50.78
20210218|46431W663|IEDI|20|ISHARES U S ETF TR ISHARES EVO|41.65
20210218|46431W671|IECS|111|ISHARES U S ETF TR ISHARES EVO|30.39
20210218|46431W812|IGBH|34478|ISHARES INTEREST RATE HEDGED L|25.58
20210218|46431W838|MEAR|1901|BLACKROCK SHORT MATURITY MUNIC|50.22
20210218|46431W853|COMT|1601|ISHARES U S ETF TR COMMODITIES|29.91
20210218|46432FAN7|IBCE|100|ISHARES IBONDS MAR 2023 TERM C|24.97
20210218|46432F339|QUAL|25996|ISHARES MSCI USA QUALITY FACTO|119.66
20210218|46432F396|MTUM|151|ISHARES MSCI USA MOMENTUM FACT|176.07
20210218|46432F834|IXUS|467|ISHARES TR|72.10
20210218|46432F859|ISTB|8208|IHARES CORE 1-5 YEARS USD BOND|51.61
20210218|46434G202|ICOL|1083|ISHARES INC MSCI COLOMBIA ETF |10.50
20210218|46434G509|HEEM|1609|ISHARES CURRENCY HEDGED MSCI E|34.67
20210218|46434G764|EMXC|17755|ISHARES INC MSCI EMERGING MKTS|60.92
20210218|46434G772|EWT|161253|ISHARES INC MSCI TAIWAN ETF|59.82
20210218|46434G780|EWS|11031|ISHARES INC MSCI SINGAPORE ETF|22.07
20210218|46434G798|ERUS|44530|ISHARES INC MSCI RUSSIA ETF (D|39.19
20210218|46434G822|EWJ|7107|ISHARES MSCI JAPAN ETF|71.76
20210218|46434G830|EWI|135861|ISHARES INC MSCI ITALY ETF|30.36
20210218|46434G848|PICK|28378|ISHARES INC MSCI GLOBAL SELECT|41.88
20210218|46434G889|EMGF|20|ISHARES MSCI EMERGING MARKETS |54.48
20210218|46434VAX8|IBDO|1427|ISHARES IBONDS DEC 2023 TERM C|26.22
20210218|46434VBA7|IBDN|31600|ISHARES IBONDS DEC 2022 TERM C|25.52
20210218|46434VBG4|IBDP|1|ISHARES IBONDS DEC 2024 TERM C|26.57
20210218|46434VBK5|IBDM|1318|ISHARES IBONDS DEC 2021 TERM C|24.87
20210218|46434V100|SLQD|2537|ISHARES 0-5 YEAR INVESTMENT GR|52.10
20210218|46434V266|ISCF|1985|ISHARES MSCI INTL SMALL-CAP MU|35.03
20210218|46434V274|INTF|2958|ISHARES MSCI INTL MULTIFACTOR |28.40
20210218|46434V316|ACWF|73557|ISHARES MSCI GLOBAL MULTIFACTO|36.10
20210218|46434V407|SHYG|19657|ISHARES 0-5 YEAR HIGH YIELD CO|45.66
20210218|46434V423|KSA|571|ISHARES TR MSCI SAUDI ARABIA E|32.46
20210218|46434V464|CRBN|212|ISHARES TR MSCI ACWI LOW CARBO|157.63
20210218|46434V514|CNYA|46492|ISHARES TR MSCI CHINA A ETF (D|49.41
20210218|46434V613|IUSB|10112|ISHARES CORE TOTAL USD BOND MA|53.81
20210218|46434V621|DGRO|5558|ISHARES CORE DIVIDEND GROWTH E|46.26
20210218|46434V647|REET|9318|ISHARES GLOBAL REIT ETF|24.88
20210218|46434V696|IPAC|13378|ISHARES TR ISHARES CORE MSCI P|68.70
20210218|46434V803|HEFA|5285|ISHARES CURRENCY HEDGED MSCI E|32.29
20210218|46434V860|TFLO|4|ISHARES TREASURY FLOATING RATE|50.29
20210218|46434V878|ICSH|7|BLACKROCK ULTRA SHORT-TERM BON|50.52
20210218|46435GAA0|IBDR|4942|ISHARES TR IBONDS DEC 2026 TER|26.90
20210218|46435G102|ICVT|1524|ISHARES TR CONVERTIBLE BOND ET|109.00
20210218|46435G193|SUSC|9303|ISHARES TR ESG AWARE USD CORPO|27.74
20210218|46435G219|IGEB|388|ISHARES TR EDGE INVT GRADE ENH|54.31
20210218|46435G243|SUSB|2452|ISHARES TR ISHARES ESG AWARE 1|26.15
20210218|46435G250|HYDB|10127|ISHARES TR EDGE HIGH YIELD DEF|51.67
20210218|46435G276|AGT|426|ISHARES TR MSCI ARGENTINA AND |27.17
20210218|46435G318|IBML|188|ISHARES TR IBONDS DEC 2023 TER|26.20
20210218|46435G326|IDEV|216|ISHARES CORE MSCI INTL DEVELOP|64.85
20210218|46435G342|REM|122|ISHARES TR MTG REAL ESTATE ETF|33.31
20210218|46435G409|IVLU|26899|ISHARES TR EDGE MSCI INTL VALU|24.49
20210218|46435G441|HYXF|6098|ISHARES TR ESG ADVANCED HIGH Y|52.52
20210218|46435G474|FALN|2|ISHARES TR FALLEN ANGELS USD B|29.61
20210218|46435G516|ESGD|47341|ISHARES TRUST ISHARES ESG AWAR|76.49
20210218|46435G524|IGRO|1282|ISHARES TR INTERNATIONAL DIVID|64.60
20210218|46435G656|DEFA|18|ISHARES TR ADAPTIVE CURRENCY H|31.63
20210218|46435G722|HJPX|144|ISHARES TR CURRENCY HEDGED JPX|35.30
20210218|46435G755|IBMK|960|ISHARES IBONDS DEC 2022 TERM M|26.37
20210218|46435G839|HSCZ|36099|ISHARES TR CURRENCY HEDGED MSC|34.27
20210218|46435G847|HAWX|2340|ISHARES TR CURRENCY HEDGED MSC|31.82
20210218|46435G862|HEWU|961|ISHARES TR CURRENCY HEDGED MSC|21.51
20210218|46435U135|IHAK|7261|ISHARES TR CYBERSECURITY & TEC|41.85
20210218|46435U143|MIDF|310|ISHARES MSCI USA MID-CAP MULTI|33.90
20210218|46435U150|IBHC|6108|ISHARES IBONDS 2023 TERM HIGH |24.53
20210218|46435U176|IBHB|1232|ISHARES IBONDS 2022 TERM HIGH |24.50
20210218|46435U184|IBHD|2494|ISHARES IBONDS 2024 TERM HIGH |24.49
20210218|46435U192|IDNA|112|ISHARES TR GENOMICS IMMUNOLOGY|52.02
20210218|46435U218|SUSL|649007|ISHARES TR ESG MSCI USA LEADER|68.40
20210218|46435U226|IBHA|456|ISHARES IBONDS 2021 TERM HIGH |24.24
20210218|46435U259|IBMO|111334|ISHARES TR IBONDS DECEMBER 202|27.14
20210218|46435U283|IBMP|410|ISHARES TR IBONDS DECEMBER 202|27.37
20210218|46435U325|IBMQ|1008|ISHARES TR IBONDS DEC 2028 TER|27.67
20210218|46435U333|FOVL|139|ISHARES TR FOCUSED VALUE FACTO|49.27
20210218|46435U374|EWJV|12|ISHARES TR MSCI JAPAN VALUE ET|28.54
20210218|46435U473|HYBB|451|ISHARES TR BB RATED CORPORATE |52.21
20210218|46435U515|IBDT|1268|ISHARES TR IBONDS DEC 2028 TER|29.10
20210218|46435U549|EAGG|127847|ISHARES ESG AWARE U.S. AGGREGA|55.66
20210218|46435U556|IRBO|24016|ISHARES ROBOTICS & ARTIFICIAL |50.89
20210218|46435U663|ESML|540|ISHARES ESG AWARE MSCI USA SMA|38.35
20210218|46435U713|IFRA|1327|ISHARES TR|31.87
20210218|46435U796|FIBR|372|ISHARES U.S. FIXED INCOME BALA|101.61
20210218|46435U853|USHY|23953|ISHARES TR BROAD USD HIGH YIEL|41.50
20210218|46435U861|DIVB|7892|ISHARES TR U S DIVID & BUYBACK|35.28
20210218|46436E205|IBDU|2562|ISHARES TR IBONDS DEC 2029 TER|26.95
20210218|46436E502|TECB|792|ISHARES TR US TECH BREAKTHROUG|37.64
20210218|46436E528|IBHF|298|ISHARES TR IBONDS 2026 TERM HI|25.53
20210218|46436E536|SVAL|2516|ISHARES TR US SMALL CAP VALUE |28.17
20210218|46436E544|XJR|774|ISHARES TRESG SCREENED S&P SMA|37.94
20210218|46436E551|XJH|1380|ISHARES TR ESG SCREENED S&P MI|34.83
20210218|46436E569|XVV|660|ISHARES TR ESG SCREENED S&P 50|30.00
20210218|46436E577|GOVZ|1791|ISHARES 25+ YEAR TREASURY STRI|21.08
20210218|46436E585|IWFH|629|ISHARES TR VIRTUAL WORK & LIFE|34.51
20210218|46436E593|IBTK|1|ISHARES TR IBONDS DEC 2030 TER|23.76
20210218|46436E601|LDEM|17381|ISHARES TR ESG MSCI EM LEADERS|68.07
20210218|46436E619|EUSB|397|ISHARES TR ESG ADVANCED TOTAL |49.98
20210218|46436E668|EAOA|535|ISHARES ESG AWARE AGGRESSIVE A|32.02
20210218|46436E676|EAOR|197|ISHARES ESG AWARE GROWTH ALLOC|30.13
20210218|46436E684|EAOM|535|ISHARES ESG AWARE MODERATE ALL|28.29
20210218|46436E692|EAOK|162|ISHARES ESG AWARE CONSERVATIVE|27.38
20210218|46436E700|IBTA|116|ISHARES TR IBONDS DEC 2021 TER|25.35
20210218|46436E718|SGOV|961|ISHARES TRISHARES 0-3 MNTH TRE|100.01
20210218|46436E726|IBDV|1303|ISHARES TR|25.66
20210218|46436E742|EMXF|467|ISHARES ESG ADVANCED MSCI EM E|47.16
20210218|46436E759|DMXF|3447|ISHARES ESG ADVANCED MSCI EAFE|66.08
20210218|46436E767|USXF|151207|ISHARES ESG ADVANCED MSCI USA |33.16
20210218|46436E775|STSB|63|ISHARES TR FACTORS US SMALL BL|46.89
20210218|46436E809|IBTB|2159|ISHARES TR IBONDS DEC 2022 TER|25.42
20210218|46436E841|IBTH|161|ISHARES TR IBONDS DEC 2027 TER|25.81
20210218|46436E858|IBTG|406|ISHARES TR IBONDS DEC 2026 TER|25.92
20210218|46436E866|IBTF|690|ISHARES TR IBONDS DEC 2025 TER|25.92
20210218|46436E874|IBTE|1433|ISHARES TR IBONDS DEC 2024 TER|25.86
20210218|46436E882|IBTD|4466|ISHARES TR IBONDS DEC 2023 TER|25.70
20210218|46489V104|ISR|297823|ISORAY INC|1.70
20210218|46500E107|ISENF|1988|ISOENERGY LTD (CANADA)|2.35
20210218|46501D108|ISCNF|190110|ISRACANN BIOSCIENCES INC COM (|0.30
20210218|465246106|ISUN|453|ISUN INC|16.19
20210218|465246114|ISUNW|3804|ISUN INC WT EXP 06/20/24|3.30
20210218|46527C100|ITP|1341789|IT TECH PACKAGING INC COM NEW |1.29
20210218|465293108|IFBC|3871|ITALIAN FOOD & BEVER|.
20210218|465437101|ITMR|495|ITAMAR MED LTD - SPONSORED ADR|25.26
20210218|46564C203|INLB|2614|ITEM 9 LABS CORP COM NEW|3.34
20210218|465717106|ITOCY|87|ITOCHU CORP-ADR-|60.77
20210218|46583A105|IVDA|8000|IVEDA SOLUTIONS INC COM (NV)|0.33
20210218|46583P102|ISEE|97|IVERIC BIO INC COM (DE)|6.32
20210218|46591M109|YY|1980|JOYY INC ADS REPSTG COM CL A|140.84
20210218|46603R104|IWAL|32150|IWALLET CORPORATION. COMMON ST|0.03
20210218|46604F109|IZOZF|9900|IZOTROPIC CORP (CANADA)|0.94
20210218|46604H105|IZEA|110378|IZEA INC|4.74
20210218|46609J106|JAX|281|J ALEXANDERS HLDGS INC COM STK|8.31
20210218|46620W201|JILL|74|J JILL INC COM NEW (DE)|4.76
20210218|46622M102|JNSH|17246|JNS HOLDINGS CORPORATION COMMO|0.02
20210218|466249208|JSAIY|1888|J SAINSBURY PLC SPNS ADR NEW (|12.95
20210218|46625H100|JPM|2513|JPMORGAN CHASE & CO COM STK|145.10
20210218|466280104|JRSS|1083|JRSIS HEALTH CARE CO|0.80
20210218|46629U404|JMPNZ|315|JMP GROUP LLC SR NT|24.55
20210218|46632X106|JSCPY|85|JSR CORPORATION UNSPONSORED AD|32.29
20210218|466367109|JACK|296|JACK IN THE BOX INC.|99.42
20210218|466391307|JPOTF|13721|JACKPOT DIGITAL INC COM NO PAR|0.27
20210218|46641Q209|JPIN|6315|JP MORGAN DIVERSIFIED RETURN I|61.06
20210218|46641Q290|BBSC|2011|JP MORGAN EXC-TRD TR BETABUILD|66.00
20210218|46641Q308|JPEM|26318|JP MORGAN DIVERSIFIED RETURN|58.29
20210218|46641Q324|JIG|2718|J P MORGAN EXCHANGE-TRADED FD |81.21
20210218|46641Q340|BBMC|326|JP MORGAN EXC-TRD FD TR BETABU|86.37
20210218|46641Q373|BBIN|8676|J P MORGAN EXCH-TRADED FD TR B|58.03
20210218|46641Q399|BBUS|21428|J P MORGAN EXCHG-TRADED FD|72.50
20210218|46641Q407|JPUS|1997|JPMORGAN DIVERSIFIED RETURN US|87.95
20210218|46641Q449|JIGB|269|JPMORGAN TR CORPORATE BOND RES|56.26
20210218|46641Q647|JMUB|280|JP MORGAN TR MUN ETF (DE)|55.45
20210218|46641Q654|JMST|3050|JP MORGAN ULTRA SHORT MUN INCO|51.06
20210218|46641Q670|JCPB|2920|J P MORGAN EXCHANGE-TRADED FD |54.99
20210218|46641Q688|BBAX|22852|J P MORGAN ETF TR BETABUILDERS|29.06
20210218|46641Q696|BBCA|9992|J P MORGAN ETF TR BETABUILDERS|28.54
20210218|46641Q720|BBEU|20544|JP MORGAN ETF TRUST BETABUILDE|27.20
20210218|46641Q738|BBRE|254|JP MORGAN ETF TR BETABUILDERS |82.97
20210218|46641Q753|JVAL|3046|J P MORGAN ETF TR U S VALUE FA|32.25
20210218|46641Q779|JMOM|2664|J P MORGAN ETF TR U S MOMENTUM|41.30
20210218|46641Q795|JDIV|113|J P MORGAN ETF TR U S DIVIDEND|28.83
20210218|46641Q845|JPSE|2289|J P MORGAN DIVERSIFIED RETURN |41.84
20210218|46641Q852|JPIB|228|JPMORGAN INTERNATIONAL BOND OP|51.93
20210218|46641Q878|JPHY|2812|JP MORGAN HIGH YIELD RESEARCH |52.26
20210218|46641Q886|JPME|172|JPMORGAN TR. DIVERSIFIED RETUR|79.98
20210218|469814107|J|483|JACOBS ENGINEERING GROUP INC|112.81
20210218|47008T208|JGFCF|1000|JAGUAR FINL CORP (CANADA)|0.25
20210218|47009M889|JAGGF|1356|JAGUAR MNG INC COM NO PAR(CANA|7.78
20210218|47010C409|JAGX|207302|JAGUAR HEALTH INC COM PAR$ (DE|2.76
20210218|47030M106|JHX|784|JAMES HARDIE INDS PLC ADS (REP|31.92
20210218|470751108|JAMN|75867|JAMMIN JAVA CORP COM STK (NV) |.
20210218|47103U209|JSMD|1083|JANUS DETR STR TR HENDERSON SM|68.24
20210218|47103U407|OLD|729|JANUS DETROIT LONG TERM CARE E|30.78
20210218|47103U886|VNLA|24371|JANUS HENDERSON SHORT DURATION|50.37
20210218|471082107|JGLDF|28|JAPAN GOLD CORP (CANADA)|0.31
20210218|47109W100|JPPHY|36|JAPAN POST HOLDINGS CO LTD. AD|8.77
20210218|471115402|JMHLY|4628|JARDINE MATHESON HLDGS LTD ADR|51.87
20210218|47233W109|JEF|57|JEFFERIES FINL GROUP INC COM|28.42
20210218|477143101|JBLU|18799|JETBLUE AIRWAYS CORPORATION|16.92
20210218|47737C104|JFIN|39632|JIAYIN GROUP INC SPONSORED ADS|5.36
20210218|47759T100|JKS|2790|JINKOSOLAR HOLDING CO., LTD AD|61.03
20210218|47761A107|JNCCF|26678|JNC RES INC COM(CAN)|0.20
20210218|47804J206|JHMM|2113|JOHN HANCOCK MULTIFACTOR MID C|48.28
20210218|47804J305|JHMC|549|JOHN HANCOCK MULTIFACTOR CONSU|49.45
20210218|47804J404|JHMF|171|JOHN HANCOCK MULTIFACTOR FINLS|44.79
20210218|47804J503|JHMH|98|JOHN HANCOCK MULTIFACTOR HEALT|44.95
20210218|47804J602|JHMT|14|JOHN HANCOCK MULTIFACTOR TECHN|85.69
20210218|47804J701|JHME|194|JOHN HANCOCK EXCHANGE TRADE FD|17.79
